"id","version","addedelements","removedelements","description"
2102,"8.0.1","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","We currently do not have any build using MinGW on Windows. This makes it very cumbersome to make changes that affect such builds. This issue suggests that we add at least one such build using autotools and/or cmake.

References: #1940, !1739, !1760."
1852,"5.0.1","{}","{cmd/dotty/mswin32/dotty.c,cmd/lneato/mswin32/lneato.c,cmd/lefty/lefty.c}","
In https://gitlab.com/graphviz/graphviz/-/merge_requests/1592 and https://gitlab.com/graphviz/graphviz/-/merge_requests/1608 many tools were adapted to GNU getopt. See e.g. https://gitlab.com/graphviz/graphviz/-/merge_requests/1592/diffs?commit_id=2c6420be0dfc252b7db4207accf40af2170c50e8 or https://gitlab.com/graphviz/graphviz/-/merge_requests/1608/diffs?commit_id=81852ca7b3eea614752c8d38230562a9027efe89.

macOS however, does not use GNU getopt, but BSD getopt where the `optopt` variable behaves slightly differently and the code prior the the changes mentioned above is the correct one. Therefore, the code needs to be different depending on which OS it it running on.

The tools that are currently failing the tools test on macOS are:
* bcomps
* ccomps
* cluster
* dijkstra
* edgepaint
* gc
* gvcolor
* gvmap
* gvpack
* mm2gv
* nop
* sccmap
* tred

All of them may not have been working on macOS before, but at least some of them did.

This problem should be fixed before the next stable release.

## Steps to reproduce

E.g. `bcomps -?`

## Expected Behaviour

Show usage and exit status zero.

## Actual Behaviour

Output:
```
bcomps: option -? unrecognized
Usage: bcomps [-stvx?] [-o<out template>] <files>
  -o - output file template
  -s - don't print components
  -t - emit block-cutpoint tree
  -v - verbose
  -x - external
  -? - print usage
If no files are specified, stdin is used
```
Exit status 1.

## OS Version

macOS Catalina Version 10.15.7

## Graphviz Version

dot - graphviz version 2.44.2~dev.20201016.1439 (20201016.1439)

Home-built from aa165722db3b556213622727d45bb08d95d3bac7."
1422,"2.46.0","{}","{lib/sfio/sfpopen.c,lib/sfio/sfpoll.c}","graphviz-2.40.1/lib/sfio/features/sfio does benchmarking at compile time to decide which version of a function to use.

It does this for 3 functions: memchr memccpy mmap

This creates variations in build results across the openSUSE build workers that vary in type of system and parallel build load.
See https://reproducible-builds.org/ for why this matters.

Would be nice to have a cleaner way of disabling that than the attached patch
[reproducible.patch](/uploads/f172041f98f03b7f2eb2d3901524b3f8/reproducible.patch)"
1854,"8.0.1","{lib/glcomp/glcomptexture.h}","{lib/glcomp/glcomptexture.h}","The following tools are not yet built for macOS in CI using autotools:

* ~~diffimg~~
* dotty
* gvedit
* lefty
* lneato
* mingle
* smyrna
* vimdot

The reason is that the necessary prerequisites are not yet installed on the GitLab macOS shared runner."
1748,"2.46.0","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","## Steps to reproduce

1. Download `Graphviz-install.exe` from e.g. [here](https://ci.appveyor.com/api/buildjobs/kw9k9h7lt74he1j4/artifacts/build%2FGraphviz-install.exe)
2. Run it
3. Repeat using another build version

## Expected Behaviour

IMHO, the default should be to install Graphviz without using the version and build date in the path or name, thus overwriting a previously installed version. Alternatively the version should be kept, but the build version (or patch version if it's an official release) dropped.

## Actual Behaviour

The new version is installed alongside previously installed versions if the defaults are accepted.

The reason being that the Windows CMake installer by default installs Graphviz under a path and name containing the version and build date.

```
dir ""C:\Program Files\Graphviz*""
...
 Directory of C:\Program Files

2020-06-23  10:29    <DIR>          Graphviz 2.45.20200615.0949
2020-06-22  21:33    <DIR>          Graphviz 2.45.20200621.0824
2020-06-23  10:03    <DIR>          Graphviz 2.45.20200622.0758
```

The start menu looks like this:

![image](/uploads/260a5c6f417b44ed3f9e62890d5374c2/image.png)

If `Add Graphviz to the system PATH for current user` is selected, the PATH will contain all previously installed versions.

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.45.20200622.0758 (20200622.0758)`

## Additional info

I realize that this issue is somewhat opinionated. I'm open for arguments to keep it as it is."
1851,"4.0.0","{}","{cmd/tools/gvpack.c}","Something I discussed with @magjac, is that it would be nice to separate the pytest test cases into ones only intended for CI and ones intended to be run by both CI and developers. We want to test for the existence of e.g. `mingle` in CI to avoid building a release that does not include it, but it is not an error for the test suite to fail to find this binary when running in a developer's local checkout.

I'd like to factor out all the tests under tests/ and rtest/ that are only relevant for CI, and put them in ci/tests. This way users won't accidentally think they need to run them and will not be confused by spurious failures."
1697,"8.0.1","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","Dear Graphviz community,

First of all, many thanks for this wonderfull tool. I am using it for many purposes and it is very easy to use, fast and efficient.
I have currently linked graphviz to a C++ program to generate graphs.
My question is the following:
The program I am writing works perfectly fine with 32 bits version. However I would also like to create a 64 bits version.

**Is there a graphviz version for windows that is 64 bits?**

Many thanks for your answers.

Regards"
1876,"2.49.2","{lib/fdpgen/fdp.h}","{lib/fdpgen/fdp.h}","This issue is spawned from point 3) of https://gitlab.com/graphviz/graphviz/-/issues/592#note_447723339.

## Steps to reproduce

`echo 'graph {a}' | fdp`

## Expected Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	a	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## Actual Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	""%3""	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## OS Version

Ubuntu 20.10.

## Graphviz Version

fdp - graphviz version 2.44.2~dev.20201115.0109 (20201115.0109)

## Additional info

Version 2.44.1 works as expected.

fdp, sfdp, neato & twopi has the same problem, while dot, circo, patchwork & osage works as expected."
1876,"2.47.3","{lib/fdpgen/fdp.h}","{lib/fdpgen/fdp.h}","This issue is spawned from point 3) of https://gitlab.com/graphviz/graphviz/-/issues/592#note_447723339.

## Steps to reproduce

`echo 'graph {a}' | fdp`

## Expected Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	a	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## Actual Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	""%3""	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## OS Version

Ubuntu 20.10.

## Graphviz Version

fdp - graphviz version 2.44.2~dev.20201115.0109 (20201115.0109)

## Additional info

Version 2.44.1 works as expected.

fdp, sfdp, neato & twopi has the same problem, while dot, circo, patchwork & osage works as expected."
1242,"7.1.0","{lib/neatogen/overlap.h,lib/circogen/blockpath.h,lib/dotgen/position.c}","{lib/neatogen/overlap.h,lib/circogen/blockpath.h,lib/dotgen/position.c}","*Created by: AstralStorm*

Graphviz is aliasing system headers memory.h and malloc.h.

This causes build failures against libc different than glibc, for example with bionic.

Additionally quite a few source files include <memory.h> while they should be using the graphviz version."
211,"2.49.0","{}","{lib/vmalloc/vmbest.c,lib/vmalloc/vmhdr.h}","Ported Issue from Mantis
Original ID: 2377
Reported By: Mirraz

SEVERITY: MINOR
Submitted: 2013-09-29 08:54:42

OS: GENTOO LINUX

PLATFORM: X86_64
## DESCRIPTION

Building graphviz-2.28.0 I'v got this compilation warnings:

```
vmbest.c:438:6: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:594:7: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:633:5: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:647:6: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:648:6: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:874:3: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:875:3: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmbest.c:1015:2: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmopen.c:141:5: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmopen.c:146:5: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmopen.c:147:5: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmprivate.c:174:2: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmstat.c:72:4: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
vmstat.c:74:4: warning: dereferencing type-punned pointer will break strict-aliasing rules [-Wstrict-aliasing]
```
## ADDITIONAL INFORMATION

gcc-4.7.3"
1934,"7.0.4","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","The latest Windows oddity... Two MRs I just posted, !1726 and !1727 show the MS Build release task failing the `test_tool` test cases for `dotty` and `lneato`. I retried the task and confirmed it fails again in the same way. Why this would be, I don't know. Neither of these MRs affect the Windows build, or indeed even any code at all. CI passed on the master commit that is the parent of both of these.

Any suggestions?"
2154,"7.0.5","{}","{lib/sparse/IntStack.h}","There are a few pieces of Graphviz that are written in C, but are not usable without linking against libc++/libstdc++. E.g. cmd/mingle/minglemain.c. It seems like nothing is gained from this being in C.

Should we consider porting some of this to C++? In the case of minglemain.c for example, this would allow dropping the use of `agxbuf`s and just using `std::ostringstream`."
1748,"2.44.1","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","## Steps to reproduce

1. Download `Graphviz-install.exe` from e.g. [here](https://ci.appveyor.com/api/buildjobs/kw9k9h7lt74he1j4/artifacts/build%2FGraphviz-install.exe)
2. Run it
3. Repeat using another build version

## Expected Behaviour

IMHO, the default should be to install Graphviz without using the version and build date in the path or name, thus overwriting a previously installed version. Alternatively the version should be kept, but the build version (or patch version if it's an official release) dropped.

## Actual Behaviour

The new version is installed alongside previously installed versions if the defaults are accepted.

The reason being that the Windows CMake installer by default installs Graphviz under a path and name containing the version and build date.

```
dir ""C:\Program Files\Graphviz*""
...
 Directory of C:\Program Files

2020-06-23  10:29    <DIR>          Graphviz 2.45.20200615.0949
2020-06-22  21:33    <DIR>          Graphviz 2.45.20200621.0824
2020-06-23  10:03    <DIR>          Graphviz 2.45.20200622.0758
```

The start menu looks like this:

![image](/uploads/260a5c6f417b44ed3f9e62890d5374c2/image.png)

If `Add Graphviz to the system PATH for current user` is selected, the PATH will contain all previously installed versions.

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.45.20200622.0758 (20200622.0758)`

## Additional info

I realize that this issue is somewhat opinionated. I'm open for arguments to keep it as it is."
2102,"2.47.2","{lib/gvc/gvio.h}","{lib/gvc/gvio.h}","We currently do not have any build using MinGW on Windows. This makes it very cumbersome to make changes that affect such builds. This issue suggests that we add at least one such build using autotools and/or cmake.

References: #1940, !1739, !1760."
2102,"7.0.3","{lib/edgepaint/lab_gamut.h,lib/expr/exparse.h}","{lib/edgepaint/lab_gamut.h,lib/expr/exparse.h}","We currently do not have any build using MinGW on Windows. This makes it very cumbersome to make changes that affect such builds. This issue suggests that we add at least one such build using autotools and/or cmake.

References: #1940, !1739, !1760."
1876,"2.50.0","{lib/fdpgen/fdp.h}","{lib/fdpgen/fdp.h}","This issue is spawned from point 3) of https://gitlab.com/graphviz/graphviz/-/issues/592#note_447723339.

## Steps to reproduce

`echo 'graph {a}' | fdp`

## Expected Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	a	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## Actual Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	""%3""	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## OS Version

Ubuntu 20.10.

## Graphviz Version

fdp - graphviz version 2.44.2~dev.20201115.0109 (20201115.0109)

## Additional info

Version 2.44.1 works as expected.

fdp, sfdp, neato & twopi has the same problem, while dot, circo, patchwork & osage works as expected."
1950,"2.50.0","{lib/sparse/colorutil.h}","{lib/sparse/colorutil.h}","I think we should start proactively looking at replacing the use of `sprintf` with `snprintf` in the code base. `sprintf` is a common source of memory safety issues and, while I don't think it's the root cause of any of our known ones, it will likely help us avoid some pain in the future."
2057,"6.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","## Steps to reproduce

Build for Windows x64 with CMake.

## Expected Behaviour

`gvToolTred` should be exported.

## Actual Behaviour

`gvToolTred` is not exported

## OS Version

Windows 10

## Graphviz Version

local build from main

## Additional info

It seems that GVC is using a def file for exports rather than annotating the exported interfaces.  This could be cleaned up with the proper use of a macro to indicate public interfaces."
1940,"8.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","## Steps to reproduce

mingw32-make

## Expected Behaviour

Successful project building 

## Actual Behaviour

It fails on 6%
```
C:/Projects/MSYS2/mingw64/bin/../lib/gcc/x86_64-w64-mingw32/10.2.0/../../../../x86_64-w64-mingw32/bin/ld.exe: CMakeFiles\cdt.dir/objects.a(dtdisc.c.obj):dtdisc.c:(.bss+0x0): multiple definition of `Dtset'; CMakeFiles\cdt.dir/objects.a(dtclose.c.obj):dtclose.c:(.bss+0x0): first defined here
```
Full message log here: https://pastebin.com/3kR4JVxe

## OS Version

Windows 7 - 64
MSYS2
gcc 10.2.0

## Graphviz Version

2.46.0"
1740,"2.47.2","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Add the following notes to the Winbuild page:
http://www.graphviz.org/doc/winbuild.html

1. Windows SDK 8.1 should be installed in Visual Studio 2019:
  - https://stackoverflow.com/questions/43704734/how-to-fix-the-error-windows-sdk-version-8-1-was-not-found
  - https://developer.microsoft.com/en-us/windows/downloads/sdk-archive/

2. MSVC v140 should be added
  - https://stackoverflow.com/questions/33154696/msbuild-error-the-builds-tools-for-v140-platform-toolset-v140-cannot-be-f"
1242,"7.0.4","{lib/circogen/circpos.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,lib/dotgen/dot.h,lib/glcomp/glcomptexture.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,lib/circogen/block.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/circogen/block.h,lib/neatogen/pca.h,lib/circogen/blocktree.h,lib/dotgen/position.c}","{lib/circogen/circpos.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,lib/dotgen/dot.h,lib/glcomp/glcomptexture.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,lib/circogen/block.c,lib/neatogen/overlap.c,lib/circogen/blockpath.h,lib/neatogen/pca.h,lib/circogen/block.h,lib/circogen/blocktree.h,lib/dotgen/position.c}","*Created by: AstralStorm*

Graphviz is aliasing system headers memory.h and malloc.h.

This causes build failures against libc different than glibc, for example with bionic.

Additionally quite a few source files include <memory.h> while they should be using the graphviz version."
1748,"8.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","## Steps to reproduce

1. Download `Graphviz-install.exe` from e.g. [here](https://ci.appveyor.com/api/buildjobs/kw9k9h7lt74he1j4/artifacts/build%2FGraphviz-install.exe)
2. Run it
3. Repeat using another build version

## Expected Behaviour

IMHO, the default should be to install Graphviz without using the version and build date in the path or name, thus overwriting a previously installed version. Alternatively the version should be kept, but the build version (or patch version if it's an official release) dropped.

## Actual Behaviour

The new version is installed alongside previously installed versions if the defaults are accepted.

The reason being that the Windows CMake installer by default installs Graphviz under a path and name containing the version and build date.

```
dir ""C:\Program Files\Graphviz*""
...
 Directory of C:\Program Files

2020-06-23  10:29    <DIR>          Graphviz 2.45.20200615.0949
2020-06-22  21:33    <DIR>          Graphviz 2.45.20200621.0824
2020-06-23  10:03    <DIR>          Graphviz 2.45.20200622.0758
```

The start menu looks like this:

![image](/uploads/260a5c6f417b44ed3f9e62890d5374c2/image.png)

If `Add Graphviz to the system PATH for current user` is selected, the PATH will contain all previously installed versions.

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.45.20200622.0758 (20200622.0758)`

## Additional info

I realize that this issue is somewhat opinionated. I'm open for arguments to keep it as it is."
1785,"2.49.1","{cmd/gvmap/country_graph_coloring.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,cmd/dot/no_builtins.c,lib/fdpgen/fdp.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,lib/neatogen/pca.h,lib/circogen/block.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h}","{cmd/gvmap/country_graph_coloring.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,cmd/smyrna/viewportcamera.h,lib/sfdpgen/sfdpinternal.h,cmd/dot/no_builtins.c,lib/fdpgen/fdp.h,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,lib/circogen/block.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.h,lib/neatogen/pca.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
1624,"5.0.1","{lib/circogen/edgelist.c}","{lib/circogen/edgelist.c}","The following graph gives ""lost app2 cas1 edge"" error:

```
digraph cluster {
    node [ shape = ""record""]

    subgraph cluster_dc1 {
        label = ""dc1"";
        cas1
        app1
    }
    subgraph cluster_dc2 {
        label = ""dc2"";
        cas2
        app2
    }
    app1 -> cas1
    app1 -> cas2
    app2 -> cas1
}
```

Removing `node [ shape = ""record""]` fixes the problem

- PS1: A found the problem using `VS Code Mermaid Preview Enhanced` plugin and confirmed using
 https://dreampuf.github.io/GraphvizOnline. Now I found that it does NOT appear on http://www.webgraphviz.com/
- PS2: `node [ shape = ""rect""]` fixes the problem"
1718,"7.0.6","{}","{lib/circogen/deglist.c,lib/circogen/deglist.h}","
dot -Tpng A.dot -o xx.png

A.dot is a 132KB text file
runing for 12 hours still not get the png"
1798,"8.0.2","{lib/common/htmllex.h,lib/neatogen/voronoi.h,lib/edgepaint/lab_gamut.h,lib/sfdpgen/sfdp.h,lib/neatogen/call_tri.h,lib/glcomp/glcomptexture.h}","{lib/sfdpgen/uniform_stress.h,lib/common/htmllex.h,lib/neatogen/voronoi.h,lib/edgepaint/lab_gamut.h,lib/sfdpgen/uniform_stress.c,lib/sfdpgen/sfdp.h,lib/neatogen/call_tri.h,lib/glcomp/glcomptexture.h}","A nice easy issue for anyone to tackle if they get to it before me: a lot of code comments tell the reader to refer to CVS, but the code is now hosted using Git at Gitlab. I think we should just remove any comments referencing CVS."
1697,"2.46.1","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Dear Graphviz community,

First of all, many thanks for this wonderfull tool. I am using it for many purposes and it is very easy to use, fast and efficient.
I have currently linked graphviz to a C++ program to generate graphs.
My question is the following:
The program I am writing works perfectly fine with 32 bits version. However I would also like to create a 64 bits version.

**Is there a graphviz version for windows that is 64 bits?**

Many thanks for your answers.

Regards"
1713,"2.46.1","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","This was announced recently:

https://about.gitlab.com/blog/2020/01/21/windows-shared-runner-beta/

AppVeyor is pretty slow, limiting free plans to one parallel job running at once - in practice this means it can take over half an hour for builds and tests to run on Windows.

But GitLab CI is free for Open Source projects like Graphviz, so we could run the jobs in parallel.

Today, the windows jobs don't run at pull-request time, only after merging (probably because they're so slow). It would be good to make them fast so they can run at pull-request time.

@magjac mentions at https://gitlab.com/graphviz/graphviz/-/merge_requests/1345#note_338086371: 

> It's a pity that we currently don't run the Windows builds in the test stage before deploy because then it doesn't get run for merge requests. @ellson Can we can change this? Or don't you want to delay the deploy with the long Windows builds?"
1785,"7.0.0","{lib/circogen/circpos.h,lib/circogen/block.c,lib/circogen/blockpath.h,lib/circogen/block.h,lib/circogen/blocktree.h}","{lib/circogen/circpos.h,lib/circogen/block.c,lib/circogen/blockpath.h,lib/circogen/block.h,lib/circogen/blocktree.h}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
1573,"5.0.0","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Hi,

From what I can tell there is limited / no support for a 64bit build on windows.  I was able to modify the existing windows solutions to produce what I needed.  I failed to build the following projects (which I don't think are strictly necessary)

1. diffimg
2. gvplugin_gd
3. mingle
4. minglelib
5. smyrna

Here is my patch:

[win64.patch](/uploads/2c04aa23eceba9d94395c5235d1288f7/win64.patch)"
1573,"4.0.0","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Hi,

From what I can tell there is limited / no support for a 64bit build on windows.  I was able to modify the existing windows solutions to produce what I needed.  I failed to build the following projects (which I don't think are strictly necessary)

1. diffimg
2. gvplugin_gd
3. mingle
4. minglelib
5. smyrna

Here is my patch:

[win64.patch](/uploads/2c04aa23eceba9d94395c5235d1288f7/win64.patch)"
2102,"5.0.1","{lib/expr/exparse.h}","{lib/expr/exparse.h,cmd/dot/dot_builtins.c}","We currently do not have any build using MinGW on Windows. This makes it very cumbersome to make changes that affect such builds. This issue suggests that we add at least one such build using autotools and/or cmake.

References: #1940, !1739, !1760."
